dateid,CalendarDate,CalendarQuarter,YearMonth,SubsidiaryCode,SubsidiaryName,TPId,TPNamee,DeviceName,PFAMName,ProductPartNbr, SellThruQTY , SellinQTY 
6/13/2017,6/13/2017,2017-Q2,201706,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 15 , -   
6/10/2019,6/10/2019,2019-Q2,201906,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 29 , 76 
1/17/2019,1/17/2019,2019-Q1,201901,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 26 , -   
9/21/2018,9/21/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 35 , -   
3/28/2017,3/28/2017,2017-Q1,201703,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 38 , 33 
6/18/2018,6/18/2018,2018-Q2,201806,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 77 , -   
10/9/2018,10/9/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M 4GB M1796,LGNXXXX, 0 , -   
11/17/2018,11/17/2018,2018-Q4,201811,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M 4GB M1796,LGNXXXX, 4 , -   
10/10/2018,10/10/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 1 , -   
4/1/2018,4/1/2018,2018-Q2,201804,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 2 , 0 
6/15/2018,6/15/2018,2018-Q2,201806,10,United States,27898,Retailer-1,Device-2,Device-1 128GBi5 8GBColorTCBndlDB M1796,KL-0XXXX, (1), -   
10/6/2019,10/6/2019,2019-Q4,201910,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 8 , -   
5/1/2020,5/1/2020,2020-Q2,202005,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 4 , -   
9/28/2019,9/28/2019,2019-Q3,201909,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 29 , -   
5/16/2018,5/16/2018,2018-Q2,201805,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 38 , 113 
12/21/2018,12/21/2018,2018-Q4,201812,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 8 , -   
6/28/2017,6/28/2017,2017-Q2,201706,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 13 , -   
3/21/2019,3/21/2019,2019-Q1,201903,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/256,-0MWXXXX, 37 , -   
3/31/2020,3/31/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 5 , -   
3/3/2020,3/3/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 33 , -   
11/1/2016,11/1/2016,2016-Q4,201611,10,United States,27898,Retailer-1,Device-1,Device-1 1TB i7 16GB,SU4XXXX, 1 , 38 
7/20/2018,7/20/2018,2018-Q3,201807,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 1 , -   
4/4/2018,4/4/2018,2018-Q2,201804,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 2 , -   
4/22/2018,4/22/2018,2018-Q2,201804,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 1 , -   
6/18/2018,6/18/2018,2018-Q2,201806,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 0 , -   
10/31/2019,10/31/2019,2019-Q4,201910,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 1 , -   
7/13/2018,7/13/2018,2018-Q3,201807,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 5 , -   
10/4/2018,10/4/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 5 , -   
1/25/2019,1/25/2019,2019-Q1,201901,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 1 , -   
9/30/2017,9/30/2017,2017-Q3,201709,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 4 , -   
2/22/2018,2/22/2018,2018-Q1,201802,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 2 , -   
9/20/2017,9/20/2017,2017-Q3,201709,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 6 , -   
1/20/2018,1/20/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 0 , -   
11/25/2017,11/25/2017,2017-Q4,201711,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 2 , -   
11/12/2019,11/12/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 5 , 3 
1/2/2020,1/2/2020,2020-Q1,202001,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 2 , 15 
3/5/2020,3/5/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 3 , 7 
2/13/2018,2/13/2018,2018-Q1,201802,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB BlackTCBndl M1796,-0G-0XXXX, 11 , -   
9/7/2018,9/7/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 1 , -   
12/23/2017,12/23/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 1 , -   
9/13/2019,9/13/2019,2019-Q3,201909,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 3 , 2 
4/26/2019,4/26/2019,2019-Q2,201904,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 6 , -   
5/23/2018,5/23/2018,2018-Q2,201805,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 17 , -   
3/5/2018,3/5/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 7 , -   
3/23/2018,3/23/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 4 , -   
1/4/2018,1/4/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 2 , -   
6/12/2019,6/12/2019,2019-Q2,201906,10,United States,27898,Retailer-1,Device-4,Device-1 i5/16/256,QKKXXXX, 1 , -   
9/12/2018,9/12/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 7 , -   
1/11/2017,1/11/2017,2017-Q1,201701,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB,SU3XXXX, 2 , -   
11/13/2018,11/13/2018,2018-Q4,201811,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 1 , -   
1/10/2020,1/10/2020,2020-Q1,202001,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
2/25/2016,2/25/2016,2016-Q1,201602,10,United States,27898,Retailer-1,Device-1,Device-1 512GB i7 16GB,T-04XXXX, -   , 73 
11/14/2015,11/14/2015,2015-Q4,201511,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, -   ," 1,048 "
4/20/2016,4/20/2016,2016-Q2,201604,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, -   , 33 
10/28/2015,10/28/2015,2015-Q4,201510,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, -   , 354 
12/2/2015,12/2/2015,2015-Q4,201512,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB,SU3XXXX, -   , 9 
2/16/2020,2/16/2020,2020-Q1,202002,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 2 , -   
2/18/2018,2/18/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 0 , -   
5/19/2017,5/19/2017,2017-Q2,201705,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 18 , -   
8/6/2017,8/6/2017,2017-Q3,201708,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 4 , -   
6/2/2018,6/2/2018,2018-Q2,201806,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5-00015, 1 , -   
8/19/2016,8/19/2016,2016-Q3,201608,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 6 , -   
9/15/2016,9/15/2016,2016-Q3,201609,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 26 , -   
9/10/2017,9/10/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GBi5 4GB DevNoPen Cover Bndl,DQQXXXX, 0 , -   
2/14/2020,2/14/2020,2020-Q1,202002,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 8 , -   
3/23/2020,3/23/2020,2020-Q1,202003,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 3 , -   
8/20/2017,8/20/2017,2017-Q3,201708,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 7 , -   
6/17/2017,6/17/2017,2017-Q2,201706,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 4 , -   
4/8/2018,4/8/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 15 , 53 
3/22/2018,3/22/2018,2018-Q1,201803,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 19 , -   
11/24/2018,11/24/2018,2018-Q4,201811,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 8 , -   
11/10/2017,11/10/2017,2017-Q4,201711,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 5 , -   
8/22/2019,8/22/2019,2019-Q3,201908,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGU-00002, 3 , -   
3/23/2017,3/23/2017,2017-Q1,201703,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 8 , -   
2/26/2017,2/26/2017,2017-Q1,201702,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, 0 , -   
9/16/2016,9/16/2016,2016-Q3,201609,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 6 , -   
11/11/2016,11/11/2016,2016-Q4,201611,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 26 , -   
2/3/2018,2/3/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 4 , -   
1/13/2018,1/13/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 1 , -   
10/12/2016,10/12/2016,2016-Q4,201610,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB,SU3XXXX, 4 , -   
10/1/2017,10/1/2017,2017-Q4,201710,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 3 , -   
11/29/2018,11/29/2018,2018-Q4,201811,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 1 , -   
9/6/2017,9/6/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 5 , -   
4/19/2018,4/19/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , -   
10/14/2018,10/14/2018,2018-Q4,201810,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NR-00002, 1 , -   
2/15/2018,2/15/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 2 , -   
12/3/2016,12/3/2016,2016-Q4,201612,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 1 , -   
4/28/2019,4/28/2019,2019-Q2,201904,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 0 , -   
8/20/2019,8/20/2019,2019-Q3,201908,75,Canada,5976026,Retailer-4,Device-2,Device-1 R 128GB M 4GB M1796,LGNXXXX, 1 , -   
1/4/2019,1/4/2019,2019-Q1,201901,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 0 , -   
3/15/2020,3/15/2020,2020-Q1,202003,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , -   
9/16/2017,9/16/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB,SU3XXXX, 1 , -   
6/19/2017,6/19/2017,2017-Q2,201706,75,Canada,5976026,Retailer-4,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 1 , -   
1/7/2017,1/7/2017,2017-Q1,201701,75,Canada,5976026,Retailer-4,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 2 , -   
2/14/2018,2/14/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4-00002, 0 , -   
9/11/2018,9/11/2018,2018-Q3,201809,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 0 , -   
10/17/2018,10/17/2018,2018-Q4,201810,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 1 , -   
8/31/2016,8/31/2016,2016-Q3,201608,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 1 , -   
10/31/2016,10/31/2016,2016-Q4,201610,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 1 , -   
7/10/2018,7/10/2018,2018-Q3,201807,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 0 , -   
6/5/2017,6/5/2017,2017-Q2,201706,75,Canada,5976026,Retailer-4,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 2 , -   
2/6/2019,2/6/2019,2019-Q1,201902,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 1 , -   
11/26/2019,11/26/2019,2019-Q4,201911,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 1 , -   
6/17/2017,6/17/2017,2017-Q2,201706,75,Canada,5976026,Retailer-4,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 0 , -   
4/21/2017,4/21/2017,2017-Q2,201704,10,United States,27898,Retailer-1,Device-1,Device-1 128GBM4GB DevNoPenSigCover Bndl,DQSXXXX, 1 , -   
2/13/2019,2/13/2019,2019-Q1,201902,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 0 , -   
4/4/2018,4/4/2018,2018-Q2,201804,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 1 , -   
12/17/2019,12/17/2019,2019-Q4,201912,75,Canada,5924114,Retailer-2,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
7/27/2018,7/27/2018,2018-Q3,201807,10,United States,47922,Retailer-3,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 1 , -   
1/25/2019,1/25/2019,2019-Q1,201901,10,United States,47922,Retailer-3,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 2 , -   
9/28/2018,9/28/2018,2018-Q3,201809,10,United States,47922,Retailer-3,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 1 , -   
4/25/2019,4/25/2019,2019-Q2,201904,10,United States,47922,Retailer-3,Device-3,Device-1 i5/8/256 Comm TAA,KEJXXXX, 1 , -   
10/31/2018,10/31/2018,2018-Q4,201810,10,United States,47922,Retailer-3,Device-2,Device-1 LTE 256GB i5 8GB Comm M1807,GWPXXXX, 3 , -   
2/20/2019,2/20/2019,2019-Q1,201902,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, 4 , -   
9/30/2019,9/30/2019,2019-Q3,201909,10,United States,47922,Retailer-3,Device-2,Device-1 LTE 128GB i5 4GB Comm M1807,GWLXXXX, 0 , -   
12/12/2017,12/12/2017,2017-Q4,201712,10,United States,47922,Retailer-3,Device-2,Device-1 128GB i5 4GB Comm M1796,FJUXXXX, 0 , -   
3/12/2018,3/12/2018,2018-Q1,201803,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, 1 , -   
5/18/2018,5/18/2018,2018-Q2,201805,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, 1 , -   
9/23/2016,9/23/2016,2016-Q3,201609,10,United States,47922,Retailer-3,Device-1,Device-1 1TB i7 16GB Commer,SV4XXXX, 0 , -   
12/14/2015,12/14/2015,2015-Q4,201512,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 16GB,T-02XXXX, -   , 17 
11/19/2016,11/19/2016,2016-Q4,201611,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 11 , -   
2/23/2018,2/23/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 9 , -   
8/8/2018,8/8/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 18 , -   
4/18/2017,4/18/2017,2017-Q2,201704,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 16 , -   
2/28/2020,2/28/2020,2020-Q1,202002,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 9 , -   
9/21/2019,9/21/2019,2019-Q3,201909,75,Canada,5976026,Retailer-4,Device-4,Device-1 i5/16/256,QKKXXXX, 1 , -   
9/13/2017,9/13/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 2 , -   
12/24/2017,12/24/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 8 , -   
1/26/2020,1/26/2020,2020-Q1,202001,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGU-00002, 0 , -   
3/15/2020,3/15/2020,2020-Q1,202003,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 11 , -   
11/4/2017,11/4/2017,2017-Q4,201711,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 3 , -   
7/18/2017,7/18/2017,2017-Q3,201707,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 10 , -   
8/4/2018,8/4/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 2 , -   
5/10/2017,5/10/2017,2017-Q2,201705,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 5 , -   
1/11/2018,1/11/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 1 , -   
9/23/2017,9/23/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB No Pen Sustain,FMLXXXX, 2 , -   
5/7/2018,5/7/2018,2018-Q2,201805,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 0 , -   
12/21/2017,12/21/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 0 , -   
10/11/2018,10/11/2018,2018-Q4,201810,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 0 , -   
12/1/2018,12/1/2018,2018-Q4,201812,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 5 , -   
7/13/2018,7/13/2018,2018-Q3,201807,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 0 , -   
10/29/2019,10/29/2019,2019-Q4,201910,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 0 , -   
1/15/2020,1/15/2020,2020-Q1,202001,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
8/25/2019,8/25/2019,2019-Q3,201908,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 0 , -   
6/10/2017,6/10/2017,2017-Q2,201706,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 1 , -   
6/5/2018,6/5/2018,2018-Q2,201806,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
11/8/2017,11/8/2017,2017-Q4,201711,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 1 , -   
1/7/2019,1/7/2019,2019-Q1,201901,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 1 , -   
7/7/2018,7/7/2018,2018-Q3,201807,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, -   , 1 
4/15/2016,4/15/2016,2016-Q2,201604,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, -   , 25 
11/1/2017,11/1/2017,2017-Q4,201711,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, -   , 187 
2/14/2017,2/14/2017,2017-Q1,201702,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 0 , 1 
8/17/2016,8/17/2016,2016-Q3,201608,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 0 , -   
5/31/2019,5/31/2019,2019-Q2,201905,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 1 , -   
1/12/2018,1/12/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 3 , -   
4/23/2018,4/23/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 1 , -   
1/27/2018,1/27/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 2 , -   
9/21/2018,9/21/2018,2018-Q3,201809,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB Demo M1796,FNAXXXX, 0 , -   
12/6/2017,12/6/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB BlackTCBndl M1796,-0G-0-00022, 0 , -   
10/2/2016,10/2/2016,2016-Q4,201610,75,Canada,5976026,Retailer-4,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 0 , -   
4/18/2018,4/18/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 0 , -   
9/12/2018,9/12/2018,2018-Q3,201809,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 0 , -   
9/30/2019,9/30/2019,2019-Q3,201909,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 0 , -   
11/20/2016,11/20/2016,2016-Q4,201611,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 0 , -   
11/1/2018,11/1/2018,2018-Q4,201811,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 0 , -   
6/17/2018,6/17/2018,2018-Q2,201806,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/512 GPU,FUX-00002, 0 , -   
12/6/2016,12/6/2016,2016-Q4,201612,75,Canada,5976026,Retailer-4,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 0 , -   
10/26/2019,10/26/2019,2019-Q4,201910,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 0 , -   
8/9/2018,8/9/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 0 , -   
11/17/2018,11/17/2018,2018-Q4,201811,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 8GB Demo M1796,FN-0XXXX, 0 , -   
5/2/2018,5/2/2018,2018-Q2,201805,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MW-00002, 1 , -   
11/1/2019,11/1/2019,2019-Q4,201911,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 1 , -   
4/10/2017,4/10/2017,2017-Q2,201704,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 0 , -   
12/28/2017,12/28/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4-00002, 1 , -   
2/26/2018,2/26/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 0 , -   
12/10/2017,12/10/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 254 , -   
4/28/2017,4/28/2017,2017-Q2,201704,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 71 , 14 
1/24/2018,1/24/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 48 , -   
5/12/2017,5/12/2017,2017-Q2,201705,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 339 , -   
